Elevation_m,Storage_m3,Area_ha
64.00800000000001,12334.818374999999,0.0008094
92.964,58865453.73101249,0.5305617
101.1936,115099895.63656485,0.8709143999999999
106.9848,175831597.51986012,1.2521418
111.25200000000001,236834686.3765967,1.6090872000000003
114.60480000000001,297163044.6329568,1.9806018
117.348,355187246.48204863,2.2452756
122.2248,476232551.71196383,2.7187746
133.1976,836109460.3692142,3.8066082000000003
142.0368,1205056269.5240037,4.5257601
