Elevation_m,Storage_m3,Area_ha
121.92,0.0,0.12140999999999999
126.37008182880001,12334818.375,0.31161900000000003
129.54000000000002,24669636.75,0.48563999999999996
137.16,80176319.4375,1.13316
144.3228,197357094.0,1.845432
155.3870363424,400881597.18749994,2.4282
