Elevation_m,Storage_m3,Area_ha
0.0,0.0,0.0
140.8176,12334818.375,0.1881855
145.9992,24669636.75,0.28693230000000003
149.6568,37004455.125,0.3613971
153.0096,49339273.5,0.4229115
155.7528,61674091.87499999,0.4759272
158.1912,74008910.25,0.522063
162.7632,98678547.0,0.6009795
167.03040000000001,123348183.74999999,0.6669456
170.99280000000002,148017820.5,0.7227942
