Elevation_m,Storage_m3,Area_ha
0.0,0.0,0.024281999999999998
6.096,138766292.2688526,4.4545466598
7.62,173457856.70169288,8.5224931224
10.668000000000001,242841002.83611917,14.3961130476
12.192,277532585.77118707,17.3066187243
13.716000000000001,312224148.9705455,18.9949283775
16.764,586269121.5863657,21.922332707400003
17.9832,841165501.1876448,23.406532725
