Elevation_m,Storage_m3,Area_ha
0.0,0.0,0.0
128.93040000000002,74008910.25,0.4876635
136.8552,123348183.74999999,0.7078203000000001
142.9512,172687457.25,0.8903400000000001
149.6568,234361549.12499997,1.0866195
156.0576,308370459.375,1.290993
161.544,382379369.625,1.4718939
167.03040000000001,468723098.24999994,1.6604841
171.60240000000002,555066826.875,1.8308628
176.17440000000002,653745373.875,2.0085261
