Elevation_m,Storage_m3,Area_ha
182.88,1202644.7915625,0.0246867
213.36,66489603.73511816,0.4925199
231.64800000000002,198033046.9808773,0.9607578000000001
246.2784,369448777.0555238,1.3945962
280.416,1044171962.9725859,2.2116854999999997
302.3616,1725432700.0734637,3.6022347
319.8876,2429347447.4210916,4.4363214
331.6224,2984437613.005938,5.0352774
335.28000000000003,3172311713.4410205,5.2404603000000005
342.4123273152,3541326355.4624996,5.6702517
